Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,37,1,367,0,25,2,3,1,833,3,0,52,2,2,4,4,0,5731,17171,7,1,0,13,3,3,80,2,9,2,3,6,2,1,3
0,34,1,1400,2,9,1,4,1,835,2,0,70,3,2,2,3,2,5714,5829,1,1,0,20,4,1,80,0,6,3,2,6,5,1,3
0,35,1,528,1,8,4,0,1,836,3,1,100,3,1,0,3,1,4323,7108,1,1,0,17,3,2,80,0,6,2,1,5,4,1,4
1,29,1,408,2,23,1,4,1,837,4,0,45,2,3,2,1,2,7336,11162,1,1,0,13,3,1,80,1,11,3,1,11,8,3,10
0,40,2,593,0,9,4,3,1,838,2,0,88,3,3,8,3,1,13499,13782,9,1,0,17,3,3,80,0,20,3,2,18,7,2,13
1,42,2,481,2,12,3,4,1,839,3,1,44,3,4,2,1,1,13758,2447,0,1,1,12,3,2,80,0,22,2,2,21,9,13,14
0,42,1,647,2,4,4,2,1,840,2,1,45,3,2,2,1,1,5155,2253,7,1,0,13,3,4,80,0,9,3,4,6,4,1,5
0,35,1,982,0,1,4,3,1,841,4,1,58,2,1,6,3,2,2258,16340,6,1,0,12,3,2,80,1,10,2,3,8,0,1,7
0,24,1,477,0,24,3,3,1,842,4,1,49,3,1,6,2,1,3597,6409,8,1,0,22,4,4,80,0,6,2,3,4,3,1,2
0,26,1,1384,0,3,4,3,1,844,1,1,82,4,1,6,4,2,4420,13421,1,1,0,22,4,2,80,1,8,2,3,8,7,0,7
0,30,1,852,2,10,3,2,1,845,3,1,72,2,2,2,3,2,6578,2706,1,1,0,18,3,1,80,1,10,3,3,10,3,1,4
0,35,2,636,0,4,4,5,1,849,4,1,47,2,1,6,4,2,2376,26537,1,1,0,13,3,2,80,1,2,2,4,2,2,2,2
1,43,1,1372,2,9,3,2,1,850,1,0,85,1,2,2,3,1,5346,9489,8,1,0,13,3,2,80,0,7,2,2,4,3,1,3
0,32,0,862,2,2,1,4,1,851,3,0,76,3,1,1,1,0,2827,14947,1,1,0,12,3,3,80,3,1,3,3,1,0,0,0
0,56,1,718,0,4,4,0,1,852,4,0,92,3,5,3,1,0,19943,18575,4,1,0,13,3,4,80,1,28,2,3,5,2,4,2
0,29,1,1401,0,6,1,3,1,853,2,0,54,3,1,6,4,2,3131,26342,1,1,0,13,3,1,80,1,10,5,3,10,8,0,8
0,19,1,645,0,9,2,4,1,854,3,1,54,3,1,7,1,1,2552,7172,1,1,0,25,4,3,80,0,1,4,3,1,1,0,0
0,45,1,1457,0,7,3,3,1,855,1,0,83,3,1,7,3,2,4477,20100,4,1,1,19,3,3,80,1,7,2,2,3,2,0,2
0,20,1,805,0,3,3,4,1,857,1,1,87,2,1,6,3,1,3033,12828,1,1,0,12,3,1,80,0,2,2,2,2,2,1,2
0,53,1,1223,0,7,2,3,1,859,4,0,50,3,5,3,3,0,18606,18640,3,1,0,18,3,2,80,1,26,6,3,7,7,4,7
0,29,1,942,0,15,1,4,1,860,2,0,69,1,1,7,4,2,2168,26933,0,1,1,18,3,1,80,1,6,2,2,5,4,1,3
0,44,0,111,0,17,3,4,1,863,4,1,74,1,1,7,3,1,2290,4279,2,1,0,13,3,4,80,0,6,3,3,0,0,0,0
0,33,1,147,1,2,3,1,1,864,2,1,99,3,1,0,3,2,3600,8429,1,1,0,13,3,4,80,1,5,2,3,5,4,1,4
1,41,0,906,0,5,2,4,1,865,1,1,95,2,1,7,1,0,2107,20293,6,1,0,17,3,1,80,1,5,2,1,1,0,0,0
0,30,1,1329,2,29,4,4,1,866,3,1,61,3,2,2,1,0,4115,13192,8,1,0,19,3,3,80,3,8,3,3,4,3,0,3
0,40,2,1184,2,2,4,3,1,867,2,1,62,3,2,2,2,2,4327,25440,5,1,0,12,3,4,80,3,5,2,3,0,0,0,0
0,28,1,1179,0,19,4,3,1,869,4,1,78,2,1,6,1,2,3196,12449,1,1,0,12,3,3,80,3,6,2,3,6,5,3,3
0,46,1,1450,0,15,2,4,1,870,4,1,52,3,5,8,2,2,19081,10849,5,1,0,11,3,1,80,1,25,2,3,4,2,0,3
0,35,1,1361,2,17,4,4,1,871,3,1,94,3,2,2,1,2,8966,21026,3,1,1,15,3,4,80,3,15,2,3,7,7,1,7
1,24,1,984,0,17,2,4,1,872,4,0,97,3,1,6,2,2,2210,3372,1,1,0,13,3,1,80,1,1,3,1,1,0,0,0
0,33,2,1146,2,25,3,3,1,873,2,0,82,3,2,2,3,2,4539,4905,1,1,0,12,3,1,80,1,10,3,2,10,7,0,1
0,30,1,853,0,7,4,4,1,875,3,1,49,3,2,6,3,0,3491,11309,1,1,0,13,3,1,80,3,10,4,2,10,7,8,9
0,46,1,150,0,2,4,0,1,878,4,1,60,3,2,5,4,0,7379,17433,2,1,0,11,3,3,80,1,12,3,2,6,3,1,4
0,42,0,179,1,2,5,3,1,879,4,1,79,4,2,0,1,2,6272,12858,7,1,0,16,3,1,80,1,10,3,4,4,3,0,3
0,60,1,696,2,7,4,2,1,880,2,1,52,4,2,2,4,0,5220,10893,0,1,1,18,3,2,80,1,12,3,3,11,7,1,9
0,32,2,116,0,13,3,5,1,881,3,0,77,2,1,6,2,2,2743,7331,1,1,0,20,4,3,80,1,2,2,3,2,2,2,2
0,36,1,363,0,1,3,0,1,883,3,0,77,1,3,5,1,0,10252,4235,2,1,1,21,4,3,80,1,17,2,3,7,7,7,7
0,25,1,1356,2,10,4,4,1,886,3,1,57,3,2,2,4,1,4950,20623,0,1,0,14,3,2,80,0,5,4,3,4,3,1,1
0,30,1,1465,0,1,3,3,1,887,4,1,63,3,1,7,2,2,3579,9369,0,1,1,21,4,1,80,1,12,2,3,11,9,5,7
0,35,0,1212,2,8,2,2,1,889,3,0,78,2,3,2,4,2,10377,13755,4,1,1,11,3,2,80,1,16,6,2,13,2,4,12
0,27,1,1103,0,14,3,4,1,890,1,1,42,3,1,7,1,2,2235,14377,1,1,1,14,3,4,80,2,9,3,2,9,7,6,8
0,54,2,966,0,1,4,4,1,891,4,0,53,3,3,5,3,0,10502,9659,7,1,0,17,3,1,80,1,33,2,1,5,4,1,4
0,44,1,1117,0,2,1,4,1,892,1,0,72,4,1,7,4,2,2011,19982,1,1,0,13,3,4,80,1,10,5,3,10,5,7,7
1,19,0,504,0,10,3,3,1,893,1,0,96,2,1,7,2,1,1859,6148,1,1,1,25,4,2,80,0,1,2,4,1,1,0,0
0,29,1,1010,0,1,3,4,1,894,1,0,97,3,1,7,4,0,3760,5598,1,1,0,15,3,1,80,3,3,5,3,3,2,1,2
0,54,1,685,0,3,3,4,1,895,4,1,85,3,4,8,4,2,17779,23474,3,1,0,14,3,1,80,0,36,2,3,10,9,0,9
0,31,1,1332,0,11,2,3,1,896,3,1,80,3,2,4,1,2,6833,17089,1,1,1,12,3,4,80,0,6,2,2,6,5,0,1
0,31,1,1062,0,24,3,3,1,897,3,0,96,2,2,4,1,1,6812,17198,1,1,0,19,3,2,80,0,10,2,3,10,9,1,8
0,59,1,326,2,3,3,4,1,898,3,0,48,2,2,2,4,1,5171,16490,5,1,0,17,3,4,80,0,13,2,3,6,1,0,5
0,43,1,920,0,3,3,4,1,899,3,1,96,1,5,8,4,2,19740,18625,3,1,0,14,3,2,80,1,25,2,3,8,7,0,7
0,36,2,469,0,3,3,0,1,901,3,1,46,3,1,7,2,2,3692,9256,1,1,0,12,3,3,80,0,12,2,2,11,10,0,7
0,48,1,969,0,2,2,0,1,902,4,1,76,4,1,6,2,1,2559,16620,5,1,0,11,3,3,80,0,7,4,2,1,0,0,0
0,27,1,1167,0,4,2,4,1,903,1,1,76,3,1,7,3,0,2517,3208,1,1,0,11,3,2,80,3,5,2,3,5,3,0,3
0,29,1,1329,0,7,3,4,1,904,3,1,82,3,2,4,4,0,6623,4204,1,1,1,11,3,2,80,2,6,2,3,6,0,1,0
0,48,1,715,0,1,3,4,1,905,4,1,76,2,5,8,4,1,18265,8733,6,1,0,12,3,3,80,0,25,3,4,1,0,0,0
0,29,1,694,0,1,3,4,1,906,4,0,87,2,4,8,4,0,16124,3423,3,1,0,14,3,2,80,2,9,2,2,7,7,1,7
0,44,1,1099,2,5,3,2,1,908,2,1,88,3,5,3,2,2,18213,8751,7,1,0,11,3,3,80,1,26,5,3,22,9,3,10
0,33,1,536,2,10,5,2,1,909,4,1,82,4,3,2,3,0,8380,21708,0,1,1,14,3,4,80,2,10,3,3,9,8,0,8
0,19,1,265,0,25,3,4,1,910,2,0,57,4,1,7,4,1,2994,21221,1,1,1,12,3,4,80,0,1,2,3,1,0,0,1
0,23,1,373,0,1,2,4,1,911,4,1,47,3,1,7,3,2,1223,16901,1,1,0,22,4,4,80,1,1,2,3,1,0,0,1
1,25,2,599,2,24,1,4,1,912,3,1,73,1,1,1,4,1,1118,8040,1,1,1,14,3,4,80,0,1,4,3,1,0,1,0
0,26,1,583,0,4,2,4,1,913,3,1,53,3,1,7,4,1,2875,9973,1,1,1,20,4,2,80,0,8,2,2,8,5,2,2
1,21,2,251,0,10,2,4,1,916,1,0,45,2,1,6,3,1,2625,25308,1,1,0,20,4,3,80,0,2,2,1,2,2,2,2
0,46,1,168,2,4,2,2,1,917,4,0,33,2,5,3,2,2,18789,9946,2,1,0,14,3,3,80,1,26,2,3,11,4,0,8
0,34,1,131,2,2,3,2,1,918,3,0,86,3,2,2,1,1,4538,6039,0,1,1,12,3,4,80,0,4,3,3,3,2,0,2
0,51,2,237,2,9,3,4,1,919,4,1,83,3,5,3,2,0,19847,19196,4,1,1,24,4,1,80,1,31,5,2,29,10,11,10
0,34,2,135,0,19,3,3,1,921,3,0,46,3,2,6,2,0,4444,22534,4,1,0,13,3,3,80,2,15,2,4,11,8,5,10
0,28,2,791,0,1,4,3,1,922,4,1,44,3,1,6,3,1,2154,6842,0,1,1,11,3,3,80,0,5,2,2,4,2,0,2
0,44,1,1199,0,4,2,4,1,923,3,1,92,4,5,3,1,0,19190,17477,1,1,0,14,3,4,80,2,26,4,2,25,9,14,13
0,34,2,648,1,11,3,4,1,924,3,1,56,2,2,0,2,2,4490,21833,4,1,0,11,3,4,80,2,14,5,4,10,9,1,8
0,35,1,735,0,6,1,4,1,925,3,1,66,3,1,7,3,2,3506,6020,0,1,1,14,3,4,80,0,4,3,3,3,2,2,2
0,43,1,531,2,4,4,2,1,927,4,0,56,2,3,2,4,1,10231,20364,3,1,0,14,3,4,80,0,23,3,4,21,7,15,17
0,36,1,429,0,2,4,4,1,928,3,0,53,3,2,5,2,1,5410,2323,9,1,1,11,3,4,80,0,18,2,3,16,14,5,12
1,44,1,621,0,15,3,3,1,929,1,0,73,3,3,4,4,2,7978,14075,1,1,0,11,3,4,80,1,10,2,3,10,7,0,5
0,28,2,193,0,2,3,4,1,930,4,1,52,2,1,6,4,2,3867,14222,1,1,1,12,3,2,80,1,2,2,3,2,2,2,2
0,51,2,968,0,6,2,3,1,931,2,0,40,2,1,6,3,1,2838,4257,0,1,0,14,3,2,80,0,8,6,2,7,0,7,7
0,30,0,879,0,9,2,3,1,932,3,0,72,3,2,5,3,1,4695,12858,7,1,1,18,3,3,80,0,10,3,3,8,4,1,7
1,29,1,806,0,7,3,0,1,933,2,0,39,3,1,6,3,0,3339,17285,3,1,1,13,3,1,80,2,10,2,3,7,7,7,7
0,25,1,266,0,1,3,3,1,935,4,0,40,3,1,7,2,1,2096,18830,1,1,0,18,3,4,80,0,2,3,2,2,2,2,1
0,32,1,604,2,8,3,3,1,936,3,1,56,4,2,2,4,2,6209,11693,1,1,0,15,3,3,80,2,10,4,4,10,7,0,8
0,39,1,412,0,13,4,3,1,938,3,0,94,2,4,3,2,0,17123,17334,6,1,1,13,3,4,80,2,21,4,3,19,9,15,2
0,30,1,1138,0,6,3,0,1,942,1,0,48,2,2,6,4,2,4627,23631,0,1,0,12,3,1,80,1,10,6,3,9,2,6,7
0,36,1,325,0,10,4,0,1,943,4,0,63,3,3,4,3,2,7094,5747,3,1,0,12,3,1,80,0,10,0,3,7,7,1,7
0,28,0,1476,0,1,3,4,1,945,3,0,55,1,2,6,4,2,6674,16392,0,1,0,11,3,1,80,3,10,6,3,9,8,7,5
1,52,1,1030,2,5,3,4,1,948,2,1,64,3,3,2,2,1,8446,21534,9,1,1,19,3,3,80,0,10,2,2,8,7,7,7
0,30,1,634,0,17,4,3,1,949,2,0,95,3,3,3,1,2,11916,25927,1,1,1,23,4,4,80,2,9,2,3,9,1,0,8
0,39,1,524,0,18,2,4,1,950,1,1,32,3,2,5,3,1,4534,13352,0,1,0,11,3,1,80,0,9,6,3,8,7,1,7
0,31,0,587,2,2,4,4,1,951,4,0,57,3,3,2,3,0,9852,8935,1,1,1,19,3,1,80,1,10,5,2,10,8,9,6
0,41,0,256,2,10,2,3,1,952,3,1,40,1,2,2,2,1,6151,22074,1,1,0,13,3,1,80,0,19,4,3,19,2,11,9
0,42,0,495,0,2,1,4,1,955,3,1,37,3,4,3,3,2,17861,26582,0,1,1,13,3,4,80,0,21,3,2,20,8,2,10
0,40,0,458,0,16,2,4,1,958,3,1,74,3,1,7,3,0,3544,8532,9,1,0,16,3,2,80,1,6,0,3,4,2,0,0
0,40,1,523,0,2,3,4,1,960,3,1,98,3,2,7,4,1,4661,22455,1,1,0,13,3,3,80,0,9,4,3,9,8,8,8
0,41,2,1018,2,1,3,2,1,961,3,0,66,3,2,2,1,0,4103,4297,0,1,0,17,3,4,80,1,10,2,3,9,3,1,7
0,51,1,770,1,5,3,4,1,963,3,1,84,3,4,3,2,0,14026,17588,1,1,1,11,3,2,80,1,33,2,3,33,9,0,10
0,34,1,507,2,15,2,3,1,965,3,0,66,3,2,2,1,1,6125,23553,1,1,0,12,3,4,80,0,10,6,4,10,8,9,6
0,25,1,882,0,19,1,3,1,966,4,1,67,3,1,6,4,2,3669,9075,3,1,0,11,3,3,80,3,7,6,2,3,2,1,2
1,58,1,601,0,7,4,3,1,967,3,0,53,2,3,5,1,2,10008,12023,7,1,1,14,3,4,80,0,31,0,2,10,9,5,9
0,40,1,329,0,1,4,4,1,968,2,1,88,3,1,6,2,2,2387,6762,3,1,0,22,4,3,80,1,7,3,3,4,2,0,3
0,36,2,607,2,7,3,2,1,969,1,0,83,4,2,2,1,2,4639,2261,2,1,0,16,3,4,80,1,17,2,2,15,7,6,13
0,48,1,855,0,4,3,4,1,970,4,1,54,3,3,5,4,1,7898,18706,1,1,0,11,3,3,80,0,11,2,3,10,9,0,8
0,27,1,1291,2,11,3,3,1,971,3,0,98,4,1,1,4,2,2534,6527,8,1,0,14,3,2,80,1,5,4,3,1,0,0,0
0,51,1,1405,0,11,2,0,1,972,4,0,82,2,4,5,2,1,13142,24439,3,1,0,16,3,2,80,0,29,1,2,5,2,0,3
0,18,0,1124,0,1,3,4,1,973,4,0,97,3,1,6,4,1,1611,19305,1,1,0,15,3,3,80,0,0,5,4,0,0,0,0
0,35,1,817,0,1,3,3,1,974,4,0,60,2,2,6,4,2,5363,10846,0,1,0,12,3,2,80,1,10,0,3,9,7,0,0
1,55,1,267,2,13,4,2,1,976,1,1,85,4,4,2,3,1,13695,9277,6,1,1,17,3,3,80,0,24,2,2,19,7,3,8
0,56,1,1369,0,23,3,4,1,977,4,1,68,3,4,5,2,2,13402,18235,4,1,1,12,3,1,80,1,33,0,3,19,16,15,9
0,34,0,999,0,26,1,0,1,978,1,0,92,2,1,7,3,0,2029,15891,1,1,0,20,4,3,80,3,5,2,3,5,4,0,0
0,40,1,1202,0,2,1,3,1,979,2,0,89,4,2,4,3,0,6377,13888,5,1,0,20,4,2,80,3,15,0,3,12,11,11,8
0,34,1,285,0,29,3,3,1,980,2,1,86,3,2,6,3,2,5429,17491,4,1,0,13,3,1,80,2,10,1,3,8,7,7,7
1,31,2,703,2,2,3,4,1,981,3,0,90,2,1,1,4,1,2785,11882,7,1,0,14,3,3,80,0,3,3,4,1,0,0,0
1,35,2,662,2,18,4,2,1,982,4,0,67,3,2,2,3,2,4614,23288,0,1,1,18,3,3,80,1,5,0,2,4,2,3,2
0,34,1,404,0,2,4,0,1,984,3,0,98,3,2,4,4,1,6687,6163,1,1,0,11,3,4,80,0,14,2,4,14,11,4,11
1,31,1,330,0,22,4,3,1,986,4,1,98,3,2,5,3,2,6179,21057,1,1,1,15,3,4,80,2,10,3,2,10,2,6,7
0,39,1,1498,2,21,4,4,1,987,1,1,44,2,2,2,4,2,6120,3567,3,1,1,12,3,4,80,2,8,2,4,5,4,1,4
0,51,2,541,2,2,3,2,1,988,2,1,52,3,3,2,2,2,10596,15395,2,1,0,11,3,2,80,0,14,5,3,4,2,3,2
0,41,2,1200,0,22,3,4,1,989,4,0,75,3,2,7,4,0,5467,13953,3,1,1,14,3,1,80,2,12,4,2,6,2,3,3
0,37,1,1439,0,4,1,4,1,990,3,1,54,3,1,7,3,2,2996,5182,7,1,1,15,3,4,80,0,8,2,3,6,4,1,3
0,33,2,1111,2,5,1,4,1,991,2,1,61,3,2,2,4,2,9998,19293,6,1,0,13,3,1,80,0,8,2,4,5,4,1,2
0,32,1,499,2,2,1,2,1,992,3,1,36,3,2,2,2,2,4078,20497,0,1,1,13,3,1,80,3,4,3,2,3,2,1,2
0,25,1,1372,2,18,1,4,1,994,1,1,93,4,2,2,3,2,6232,12477,2,1,0,11,3,2,80,0,6,3,2,3,2,1,2
0,52,2,322,0,28,2,3,1,995,4,0,59,4,4,5,3,2,13247,9731,2,1,1,11,3,2,80,1,24,3,2,5,3,0,2
0,43,1,930,0,6,3,3,1,996,1,0,73,2,2,7,3,1,4081,20003,1,1,1,14,3,1,80,0,20,3,1,20,7,1,8
0,27,1,205,2,10,3,2,1,997,4,0,98,2,2,2,4,2,5769,7100,1,1,1,11,3,4,80,0,6,3,3,6,2,4,4
1,27,1,135,0,17,4,4,1,998,4,0,51,3,1,7,3,1,2394,25681,1,1,1,13,3,4,80,0,8,2,3,8,2,7,7
0,42,1,1147,1,10,3,1,1,1000,3,0,31,3,4,3,1,2,16799,16616,0,1,0,14,3,3,80,1,21,5,3,20,7,0,9
0,52,1,258,0,8,4,5,1,1001,3,0,54,3,1,6,1,2,2950,17363,9,1,0,13,3,3,80,0,12,2,1,5,4,0,4
0,37,1,1462,0,11,3,3,1,1002,1,0,94,3,1,6,3,1,3629,19106,4,1,0,18,3,1,80,0,8,6,3,3,2,0,2
0,35,2,200,0,18,2,4,1,1003,3,1,60,3,3,5,4,1,9362,19944,2,1,0,11,3,3,80,0,10,2,3,2,2,2,2
0,25,1,949,0,1,3,0,1,1004,1,1,81,3,1,6,4,2,3229,4910,4,1,0,11,3,2,80,1,7,2,2,3,2,0,2
0,26,1,652,0,7,3,5,1,1005,3,1,100,4,1,6,1,1,3578,23577,0,1,0,12,3,4,80,0,8,2,3,7,7,0,7
0,54,1,971,0,1,3,3,1,1009,4,0,54,3,4,8,4,1,17328,5652,6,1,0,19,3,4,80,0,29,3,2,20,7,12,7
0,55,1,1136,0,1,4,3,1,1011,2,1,81,4,4,8,4,0,14732,12414,2,1,0,13,3,4,80,2,31,4,4,7,7,0,0
0,36,1,1174,2,3,4,2,1,1012,1,0,99,3,2,2,2,1,9278,20763,3,1,1,16,3,4,80,0,15,3,3,5,4,0,1
0,31,1,182,0,8,5,4,1,1015,1,0,93,3,4,8,2,1,16422,8847,3,1,0,11,3,3,80,0,9,3,4,3,2,1,0
1,31,1,202,0,8,3,4,1,1017,1,0,34,2,1,7,2,1,1261,22262,1,1,0,12,3,3,80,0,1,3,4,1,0,0,0
0,27,1,1377,0,11,1,4,1,1018,2,1,91,3,1,6,1,2,2099,7679,0,1,0,14,3,2,80,0,6,3,4,5,0,1,4
0,36,1,329,2,16,4,2,1,1020,3,0,98,2,2,2,1,2,5647,13494,4,1,0,13,3,1,80,2,11,3,2,3,2,0,2
0,47,1,465,0,1,3,0,1,1021,1,1,74,3,1,7,4,2,3420,10205,7,1,0,12,3,3,80,1,17,2,2,6,5,1,2
1,25,1,383,2,9,2,4,1,1022,1,1,68,2,1,1,1,2,4400,15182,3,1,0,12,3,1,80,0,6,2,3,3,2,2,2
0,37,0,1413,0,5,2,0,1,1023,3,1,84,4,1,6,3,1,3500,25470,0,1,0,14,3,1,80,0,7,2,1,6,5,1,3
0,56,1,1255,0,1,2,4,1,1024,1,0,90,3,1,7,1,2,2066,10494,2,1,0,22,4,4,80,1,5,3,4,3,2,1,0
0,24,1,1476,2,4,1,3,1,1026,4,0,42,3,2,2,3,2,4162,15211,1,1,1,12,3,3,80,2,5,3,3,5,4,0,3
0,32,1,601,2,7,5,2,1,1027,4,1,97,3,2,2,4,2,9204,23343,4,1,0,12,3,3,80,1,7,3,2,4,3,0,3
0,34,1,401,0,1,3,4,1,1028,4,0,86,2,1,6,2,2,3294,3708,5,1,0,17,3,1,80,1,7,2,2,5,4,0,2
0,41,1,1283,0,5,5,3,1,1029,2,1,90,4,1,7,3,2,2127,5561,2,1,1,12,3,1,80,0,7,5,2,4,2,0,3
0,40,0,663,0,9,4,5,1,1030,3,1,81,3,2,6,3,0,3975,23099,3,1,0,11,3,3,80,2,11,2,4,8,7,0,7
1,46,1,377,2,9,3,2,1,1032,1,1,52,3,3,2,4,0,10096,15986,4,1,0,11,3,1,80,1,28,1,4,7,7,4,3
0,31,1,1398,1,8,2,3,1,1036,4,0,96,4,1,0,2,1,2109,24609,9,1,0,18,3,4,80,0,8,3,3,3,2,0,2
1,31,2,523,0,2,3,4,1,1037,2,1,94,3,1,6,4,2,3722,21081,6,1,1,13,3,3,80,1,7,2,1,2,2,2,2
0,48,1,1221,2,7,3,2,1,1039,3,1,96,3,2,2,1,0,5486,24795,4,1,0,11,3,1,80,3,15,3,3,2,2,2,2
0,40,0,218,0,8,1,3,1,1041,4,1,55,2,3,8,2,0,13757,25178,2,1,0,11,3,3,80,1,16,5,3,9,8,4,8
0,44,0,981,0,5,3,4,1,1043,3,1,90,2,1,6,3,1,3162,7973,3,1,0,14,3,4,80,0,7,5,3,5,2,0,3
0,53,1,447,0,2,3,3,1,1044,4,1,39,4,4,8,2,1,16598,19764,4,1,0,12,3,2,80,0,35,2,2,9,8,8,8
0,49,1,1495,0,5,4,0,1,1045,1,1,96,3,2,4,3,2,6651,21534,2,1,0,14,3,2,80,1,20,0,2,3,2,1,2
0,40,1,896,0,2,3,3,1,1046,3,1,68,3,1,7,3,0,2345,8045,2,1,0,14,3,3,80,1,8,3,4,3,1,1,2
0,34,1,1326,2,3,3,5,1,1049,4,1,81,1,2,2,1,1,4759,15891,3,1,0,18,3,4,80,0,15,2,3,13,9,3,12
0,30,1,1358,2,16,1,4,1,1050,4,1,96,3,2,2,3,2,5301,2939,8,1,0,15,3,3,80,2,4,2,2,2,1,2,2
0,44,2,383,2,1,5,2,1,1052,1,0,79,3,2,2,3,2,4768,9282,7,1,0,12,3,3,80,1,11,4,2,1,0,0,0
0,30,0,990,0,7,3,0,1,1053,3,1,64,3,1,7,3,0,1274,7152,1,1,0,13,3,2,80,2,1,2,2,1,0,0,0
0,49,1,1490,0,7,4,4,1,1055,3,1,35,3,3,4,2,0,10466,20948,3,1,0,14,3,2,80,2,29,3,3,8,7,0,7
0,34,2,829,0,15,3,3,1,1056,2,1,71,3,4,8,1,0,17007,11929,7,1,0,14,3,4,80,2,16,3,2,14,8,6,9
1,28,2,1496,2,1,3,0,1,1057,1,1,92,3,1,1,3,2,2909,15747,3,1,0,15,3,4,80,1,5,3,4,3,2,1,2
1,29,2,115,2,13,3,0,1,1058,1,0,51,3,2,2,2,1,5765,17485,5,1,0,11,3,1,80,0,7,4,1,5,3,0,0
1,34,1,790,2,24,4,3,1,1059,1,0,40,2,2,2,2,1,4599,7815,0,1,1,23,4,3,80,0,16,2,4,15,9,10,10
1,24,2,381,0,9,3,3,1,1061,2,1,89,3,1,6,1,1,3172,16998,2,1,1,11,3,3,80,0,4,2,2,0,0,0,0
0,24,0,830,2,13,2,4,1,1062,4,0,78,3,1,1,2,2,2033,7103,1,1,0,13,3,3,80,1,1,2,3,1,0,0,0
0,30,1,330,1,1,3,4,1,1065,3,1,46,3,1,0,3,0,2064,15428,0,1,0,21,4,1,80,1,6,3,4,5,3,1,3
0,33,1,1099,0,4,4,3,1,1067,1,0,82,2,1,6,2,2,3838,8192,8,1,0,11,3,4,80,0,8,5,3,5,4,0,2
0,28,1,1423,0,1,3,4,1,1070,1,1,72,2,1,7,3,0,1563,12530,1,1,0,14,3,4,80,1,1,2,1,1,0,0,0
0,28,2,467,2,7,3,4,1,1071,3,1,55,3,2,2,1,1,4898,11827,0,1,0,14,3,4,80,0,5,5,3,4,2,1,3
0,29,2,410,0,2,1,4,1,1073,4,0,97,3,1,6,2,2,3180,4668,0,1,0,13,3,3,80,3,4,3,3,3,2,0,2
0,28,1,1083,0,29,1,4,1,1074,3,1,96,1,2,5,2,2,6549,3173,1,1,0,14,3,2,80,2,8,2,2,8,6,1,7
0,33,1,516,0,8,5,4,1,1075,4,1,69,3,2,4,3,1,6388,22049,2,1,1,17,3,1,80,0,14,6,3,0,0,0,0
0,32,1,495,0,10,3,3,1,1076,3,1,64,3,3,3,4,1,11244,21072,2,1,0,25,4,2,80,0,10,5,4,5,2,0,0
0,54,2,1050,0,11,4,3,1,1077,2,0,87,3,4,3,4,0,16032,24456,3,1,0,20,4,1,80,1,26,2,3,14,9,1,12
0,44,1,136,0,28,3,4,1,1079,4,1,32,3,4,8,1,2,16328,22074,3,1,0,13,3,3,80,1,24,1,4,20,6,14,17
0,39,1,1089,0,6,3,4,1,1080,2,0,32,3,3,5,2,1,8376,9150,4,1,0,18,3,4,80,0,9,3,3,2,0,2,2
0,46,1,228,2,3,3,4,1,1081,3,0,51,3,4,3,2,2,16606,11380,8,1,0,12,3,4,80,1,23,2,4,13,12,5,1
0,23,1,507,0,20,1,4,1,1083,1,1,97,3,2,6,3,1,2272,24812,0,1,0,14,3,2,80,0,5,2,3,4,3,1,2
1,40,1,676,0,9,4,4,1,1084,4,1,86,3,1,6,1,1,2018,21831,3,1,0,14,3,2,80,0,15,3,1,5,4,1,0
0,34,1,971,2,1,3,0,1,1085,4,1,64,2,3,2,3,2,7083,12288,1,1,1,14,3,4,80,0,10,3,3,10,9,8,6
1,31,2,561,0,3,3,4,1,1086,4,0,33,3,1,7,3,1,4084,4156,1,1,0,12,3,1,80,0,7,2,1,7,2,7,7
0,37,1,674,0,13,3,3,1,1090,1,1,47,3,2,7,4,2,4285,3031,1,1,0,17,3,1,80,0,10,2,3,10,8,3,7
0,29,1,441,0,8,1,5,1,1091,3,0,39,1,2,4,1,2,9715,7288,3,1,0,13,3,3,80,1,9,3,3,7,7,0,7
0,33,1,575,0,25,3,4,1,1092,4,1,44,2,2,5,2,1,4320,24152,1,1,0,13,3,4,80,0,5,2,3,5,3,0,2
0,45,1,950,0,28,3,0,1,1093,4,1,97,3,1,7,4,2,2132,4585,4,1,0,20,4,4,80,1,8,3,3,5,4,0,3
0,42,2,288,0,2,3,4,1,1094,4,1,40,3,3,4,4,2,10124,18611,2,1,1,14,3,3,80,1,24,3,1,20,8,13,9
0,40,1,1342,2,9,2,3,1,1095,1,1,47,3,2,2,1,2,5473,19345,0,1,0,12,3,4,80,0,9,5,4,8,4,7,1
